parroquia,z_ebp,ee,cv
110655,222.59,39.863114640413094,0.17908762586105886
110656,352.11,65.43232589512739,0.1858292178442174
110750,609.77,68.90610469955003,0.11300343522893883
110751,403.02,77.23427268591738,0.19163880870904018
110753,223.98,40.20805562972718,0.1795162765859772
110754,360.05,48.34853397956093,0.13428283288310217
110756,280.12,32.792995811688925,0.1170676703258922
110850,608.37,30.52078745940689,0.05016813363480594
110851,261.98,43.92888367584686,0.16768029496849707
110852,307.65,53.950580828843584,0.17536350017501573
110853,348.55,51.05960302629153,0.1464914733217373
110950,605.88,39.553465073549795,0.06528267160749619
110951,378.11,75.43672090987293,0.19950998627349958
110952,297.0,37.011400189460076,0.12461750905542113
110954,307.23,36.177231904660175,0.11775292746365972
110956,380.79,35.585075224050094,0.09345065580516844
110957,327.61,63.23155979477875,0.1930086376935342
110958,351.47,69.36000708778373,0.19734260986082375
110959,234.49,48.265226912654335,0.2058306405930075
111050,618.48,31.11268893226303,0.050305084937690835
111051,359.14,47.11580643031942,0.13119063994631458
111052,439.99,54.48956433211319,0.12384273354420143
111053,290.41,49.20931789074377,0.16944773902669938
111054,408.89,51.58864665394542,0.12616754299186925
111055,378.94,74.32378254769628,0.1961360177012094
111150,685.29,32.819841753417805,0.047891902338306126
111151,425.0,73.89633102431989,0.17387372005722326
111152,322.04,57.88448661950517,0.17974315805336344
111153,316.45,31.445126589142372,0.09936838865268564
111154,360.33,65.08071841560908,0.18061421035053724
111155,354.57,42.69782157991627,0.12042141630684004
111156,436.22,51.29044327571196,0.11757930236053357
111157,255.83,49.121552318126454,0.19200856943332076
111158,443.53,75.8261433081906,0.17096057382407187
111159,295.96,57.259905349700716,0.19347177101534235
111160,235.6,41.033404458042064,0.1741655537268339
111250,366.93,49.23385230843187,0.13417777861835192
111251,350.09,66.82123386174534,0.1908687305028574
111252,314.45,64.77618880217254,0.20599837431124993
111350,528.58,36.71663506603381,0.06946277775555981
111351,392.07,74.80503175556437,0.190795092089587
111352,308.4,56.574400615203686,0.18344487877822208
111353,302.6,52.76167652080605,0.17436112531660952
111354,321.03,62.31198150786054,0.19410018225044556
111355,350.25,39.408099446084044,0.11251420255841268
111356,314.69,66.92767093341807,0.21267809887005648
111450,554.89,53.86469100738633,0.09707273695216408
111451,325.86,61.41547060473393,0.18847195300047237
111452,325.47,42.3962235520377,0.13026154039400775
111453,250.6,45.70315422264067,0.18237491708954776
111550,518.79,55.80527164145134,0.10756813285038522
111551,348.26,72.66243499650562,0.20864421695430319
111552,342.67,59.00962594340446,0.17220540445152613
111650,261.51,39.68501716219888,0.15175334466062057
111651,332.92,55.17225001606607,0.16572224563278287
120150,707.26,30.368092972531297,0.04293766503482637
120152,367.3,39.49263867740398,0.10752147747727737
120153,362.31,26.20341476050218,0.07232318942480799
120154,413.15,46.00062755465401,0.11134122607927874
120155,448.85,49.149327916669606,0.10950056347704044
120250,472.47,45.77116081144669,0.0968763324897807
120251,408.48,30.585658842879713,0.07487675979945092
120252,480.52,59.99088417418478,0.12484575912383414
120350,553.14,39.48040948255155,0.0713750758985999
120351,424.52,74.48225409753695,0.17545051846211476
120450,422.52,37.287346349101796,0.08824989668915506
120451,328.98,57.59436635371612,0.17506950682022043
120452,495.18,30.363889952825208,0.061318894044236856
120550,635.52,22.856223997743495,0.035964602211957915
120553,417.21,60.81040035300971,0.14575489646223655
120555,468.03,78.22172458584633,0.16712972370541704
120650,490.94,88.3705498522125,0.18000274952583312
120651,386.7,30.971800893518047,0.08009258053663834
120750,483.3,36.83461226053051,0.07621479880101492
120752,424.45,35.16076329778147,0.08283841040824944
120753,395.53,69.3581872047165,0.1753550608164147
120754,373.81,63.28630064194519,0.16930071598390944
120850,462.89,22.929826978069215,0.049536233182979145
120851,313.86,41.19689325546164,0.13125882003269496
120950,339.74,22.929185920890713,0.06749039242035296
121050,512.12,21.52606637163772,0.04203324683987683
121051,514.32,51.7852434932914,0.1006868165602959
121150,579.31,33.17983948489799,0.0572747570124769
121250,366.05,18.896997474561758,0.051624088169817665
121350,450.25,40.8392377082918,0.09070347075689461
130150,621.66,19.218290445577704,0.030914471649418823
130151,501.85,41.611811409978955,0.08291683054693424
130152,411.66,73.29253637440301,0.1780414331594107
130153,421.16,73.4276356330606,0.17434617635354877
130154,405.04,71.39591098052185,0.17626879068862789
130155,404.68,71.02048598278628,0.17549788964808313
130156,394.82,49.74374295406325,0.12599094005892117
130157,351.12,49.04664613225244,0.13968627857214752
130250,449.52,53.53045009085677,0.11908357824091646
130251,254.9,35.130697978424294,0.1378214906960545
130252,314.6,49.51931272907771,0.15740404554697301
130350,589.02,44.83243658783118,0.07611360664804452
130351,340.51,62.66816781491308,0.18404207751582358
130352,413.63,37.9791976441361,0.09181925306224428
130353,349.17,61.51855975766868,0.1761851240303253
130354,349.9,74.08946204477733,0.211744675749578
130355,311.76,53.236653359029305,0.17076165434638602
130356,358.99,60.067931173566805,0.16732480340278783
130357,339.26,52.95930880257203,0.15610242528612872
130450,443.6,30.687968287461963,0.06917936944874202
130451,333.61,56.851477851437394,0.17041299077197145
130452,362.67,31.604854271807227,0.08714493691732766
130453,351.35,62.04913696923094,0.17660206907423065
130454,361.94,64.08020590914448,0.17704648811721413
130550,428.74,44.19061741483612,0.10307089941418136
130551,347.8,58.679977792882276,0.16871758997378458
130552,373.89,67.97683709821676,0.18180972237347018
130650,573.78,58.03198322924625,0.10113978045461022
130651,376.26,66.6075574440422,0.17702534801478287
130652,304.86,29.690994881004524,0.09739222882964155
130653,310.98,57.98622397541096,0.186462872131362
130654,371.12,42.54895018892595,0.11465011368001173
130656,370.59,73.16695874188646,0.19743371041281865
130657,251.83,39.9602201858782,0.15867934791676208
130658,370.6,63.939199431901756,0.17252887056638358
130750,545.32,46.164756930639676,0.08465626958600395
130850,668.44,19.90528551024209,0.029778716878466414
130851,379.82,59.776920341257956,0.15738223458811532
130852,399.57,47.78921241670374,0.11960160276473145
130950,628.51,30.531930981303958,0.048578273983395585
130952,469.68,72.57711091923925,0.15452459316819803
131050,511.82,56.82887422921867,0.11103292999339352
131051,317.61,51.23912827911413,0.16132718830992138
131052,363.5,30.44981770906844,0.0837684118543836
131053,339.21,48.068951536108464,0.14170853316856363
131054,335.94,57.229972379017205,0.17035771976846223
131150,415.32,77.05871496068042,0.18554058307011562
131151,436.71,30.33779487639786,0.06946897226167906
131152,433.89,45.863655388593486,0.10570341650785565
131250,563.45,34.577903875028696,0.061368185065274104
131350,579.02,44.90929729603439,0.07756087405622325
131351,447.02,34.19130694683779,0.0764871973219046
131352,350.27,61.55588253940698,0.17573838050477342
131353,315.35,58.17723134637107,0.18448464038804843
131355,318.86,56.942588292597534,0.1785817860270888
131450,586.08,53.72742637575588,0.0916725129261464
131453,358.13,49.72010999713088,0.13883257475534272
131457,373.31,69.96867158158875,0.18742779883096825
131550,468.38,40.20902138646332,0.0858470075290647
131551,457.97,79.86064550140385,0.1743796438662005
131552,332.53,50.47335276426029,0.15178586222073284
131650,467.17,75.12164022324787,0.16080150742395244
131651,379.26,69.51042552719012,0.18327908434105922
131652,376.45,59.59975468157278,0.15832050652562832
131653,358.45,69.10061366978066,0.19277615753879385
131750,469.95,31.158413839607395,0.06630155088755696
131751,306.09,45.91400453920227,0.1500016483361177
131752,340.23,58.54424412243102,0.1720725512812833
131753,419.51,78.13170505514704,0.18624515519331372
131850,383.58,67.1911229081879,0.1751684730908491
131950,458.06,33.32318182232118,0.07274850854106707
131951,417.21,70.68785546834175,0.1694299165128874
131952,529.23,51.501428315208095,0.09731388680764147
132050,426.43,59.78600032908639,0.14020120612782025
132150,534.57,71.28167162215989,0.13334394302366367
132250,407.42,53.38608327781299,0.13103451788771536
132251,355.04,68.28943977171242,0.19234294663055548
140150,909.86,39.606006029052956,0.04352978043770795
140151,652.16,137.5484441447982,0.21091211381378527
140153,741.0,67.74887046605105,0.09142897498792314
140156,627.08,115.01866006607351,0.18341943622197088
140157,524.48,33.47401660233385,0.0638232470300752
140158,391.57,46.379890420703276,0.11844597497434246
140160,557.33,108.26358953226452,0.19425401383787794
140162,689.89,111.66273510771498,0.16185585398790384
140164,685.04,71.56374776263067,0.1044665242360018
140250,667.03,68.74730953752092,0.10306479399355489
140251,455.87,111.86614127235585,0.2453904430481406
140252,516.27,114.02715986837528,0.22086729786424794
140253,631.79,41.00023908399621,0.06489535935041107
140254,539.14,98.46770592109192,0.18263847223558244
140255,435.71,77.57396106286129,0.17804035037722635
140256,447.55,90.4369280111216,0.202071116101266
140257,383.45,104.43469657354258,0.2723554480989505
140258,715.62,79.41833443235153,0.1109783606276397
140350,573.98,84.01565141867115,0.14637383082802738
140351,545.98,70.40216408418598,0.1289464157738122
140353,535.96,102.2085773553827,0.1907018758030127
140356,446.08,91.01976733497247,0.2040435960701499
140357,437.19,83.09922780112744,0.19007577437985188
140358,704.12,100.4071307852033,0.14259945859399434
140450,717.13,37.83927327068525,0.05276487285524974
140451,367.87,69.014855281845,0.18760664169909208
140452,470.39,88.90115772995895,0.18899457414051948
140454,338.52,62.7590173950637,0.18539234726179754
140455,441.7,97.45788750829209,0.22064271566287547
140550,743.11,81.79595291836598,0.11007246964563253
140551,453.09,93.16325848704817,0.20561755608609364
140552,525.0,100.43104322418068,0.1912972251889156
140553,579.54,109.51045238438476,0.18896099041375017
140554,471.85,101.09068370165845,0.2142432631167923
140556,602.4,85.32258441755215,0.14163775633723796
140557,495.19,74.38174913811298,0.15020850408552874
140650,716.77,38.93986944614684,0.05432686837639248
140651,479.82,69.29154697284383,0.14441154385570387
140652,527.26,42.0659562974284,0.07978218772034366
140655,499.99,66.6226132827394,0.13324789152330926
140750,664.87,121.49652899599937,0.182737270437829
140751,818.13,93.96330868218332,0.11485131786168863
140850,691.36,46.64328048685365,0.06746598080139674
140851,359.59,86.45945638119568,0.2404389899084949
140852,609.46,146.59481004308623,0.24053229095114728
140853,566.19,147.4885194711569,0.26049297845450625
140854,461.55,89.35751999930244,0.1936031199204906
140950,672.09,82.76388401481154,0.12314404918212075
140951,1306.73,256.19098079832474,0.19605502345421374
140952,654.62,124.3477060606271,0.18995402838383657
140953,968.8,114.573527087557,0.11826334340168972
140954,881.67,164.0911273188561,0.18611399652801627
141050,579.03,61.6139181830311,0.10640885305257258
141051,860.74,167.73465807188774,0.19487261899282912
141052,500.29,60.29751088452056,0.1205251172010645
141150,767.11,103.16298818139462,0.1344826533109914
141250,664.57,73.95905513893157,0.11128858530919478
141251,425.58,58.106595694462875,0.13653507141891744
150150,632.57,20.062573059821162,0.031715973030370014
150151,356.83,30.709522693754586,0.08606205390173076
150153,317.85,25.783814613582962,0.08111944191783219
150154,640.84,90.6010176052027,0.14137853068660305
150155,290.3,28.94425856387379,0.09970464541465308
150156,492.9,34.39646870933276,0.06978386834922451
150157,478.1,52.530372472185505,0.10987319069689501
150158,599.77,115.87714839805064,0.19320264167606022
150350,502.77,26.493915297610997,0.05269589533506573
150352,370.24,39.107828102631494,0.10562831704470477
150354,339.09,45.12429763788067,0.13307469296611718
150356,331.73,63.162602884729985,0.19040365021170827
150450,809.68,35.23265313210745,0.043514293464217285
150451,400.64,76.18407357711845,0.19015593444767986
150452,393.3,75.97202738889732,0.1931655921405983
150453,477.17,44.220381435643375,0.09267217435220859
150454,442.35,52.44557208488926,0.118561257115156
150455,476.09,90.97609950289454,0.19109012897329192
150750,579.99,60.59226941411135,0.10447123125245496
150751,384.94,80.03167302009862,0.20790687644853387
150752,456.07,55.53198475793147,0.12176197679727119
150753,490.07,95.6658218282715,0.1952084841517977
150754,890.89,36.90211276508048,0.041421626424227996
150756,570.75,136.6620024056628,0.23944284258548015
150950,453.85,71.10538119756865,0.1566715461001843
160150,764.67,14.114478068439231,0.018458260515567804
160152,388.97,36.05329640957508,0.09268914417455094
160154,382.38,34.56623526701597,0.09039760256032212
160155,450.18,76.68726307330742,0.17034800096252037
160156,353.63,32.27937347746606,0.09128007657004795
160157,451.89,100.53282434312088,0.22247189436172715
160158,993.99,281.8468239019346,0.2835509652028035
160159,312.05,68.75436019203322,0.22033122958510884
160161,513.89,71.52644264668496,0.13918629015292175
160162,493.28,33.940655303772274,0.06880606410917182
160163,659.57,35.29034383650519,0.05350507730264443
160164,251.11,51.39575989887304,0.20467428576668806
160165,479.01,32.17619781689106,0.06717228829646785
160166,317.66,39.093822812513245,0.12306813200438596
160250,513.95,80.41791808947454,0.15647031440699394
160251,390.5,76.90116982128366,0.19693001234643703
160252,644.42,31.978467804252517,0.049623642662010053
160350,532.51,34.831721074904145,0.06541045440443212
160351,358.38,49.60464293693678,0.13841353573563475
160450,600.79,61.27200842244395,0.1019857328225236
160451,453.56,69.42750123331632,0.15307236359757545
170150,808.76,6.210140848653633,0.007678595440740928
170151,780.7,56.37012889210592,0.07220459701819638
170152,728.01,41.702231520989294,0.05728249820880111
170153,523.78,74.91276837526445,0.14302334639593808
170154,655.1,48.08313281799371,0.07339815725537124
170155,746.16,21.567407364493405,0.028904534368625237
170156,999.96,34.750452779126974,0.03475184285284109
170157,1520.86,63.97399282965344,0.04206435360891433
170158,571.28,97.40427411048867,0.17050181016399782
170159,637.15,47.95887889416861,0.07527093917314387
170160,602.68,40.62840653747089,0.0674128999427074
170161,367.84,55.27328737468623,0.15026448285854238
170162,726.5,69.95205945885856,0.09628638604109918
170163,654.51,84.93974813762695,0.12977608919287245
170164,664.47,41.524490035879,0.06249264833006606
170165,753.03,131.51449671540664,0.17464708805148088
170166,550.21,92.81593589310928,0.16869183746771102
170168,550.68,97.65333036648995,0.17733226259622642
170169,587.57,104.37732637064614,0.1776423683487008
170170,1139.34,48.12297416476387,0.0422375885730018
170171,521.53,84.98873364893186,0.16296039278456054
170172,400.06,58.0642313047728,0.14513880744081586
170174,623.25,99.72997924691987,0.16001601162762916
170175,670.38,53.49043530651639,0.07979121588728243
170176,419.53,34.65489607464407,0.08260409523667932
170177,1021.65,62.17705878149027,0.06085945165319852
170178,500.43,63.960127590489364,0.12781033829004929
170179,661.09,75.72147143318006,0.11454033706935524
170180,656.02,57.51429307066117,0.08767155432861981
170181,392.27,29.19394307084817,0.07442308377099491
170183,730.4,125.75061382781884,0.1721667768726983
170184,867.9,33.235585236293026,0.038294256522978486
170185,600.07,32.125161344309035,0.05353568974337833
170186,750.68,124.04598720017636,0.16524482762319012
170250,741.57,24.30254008445638,0.03277174114979891
170251,521.17,69.22486476598193,0.13282588170075396
170252,507.67,42.89881480224154,0.0845013784589232
170253,476.85,44.9875028524818,0.09434309080944071
170254,593.94,56.73832988894748,0.09552872325310213
170255,655.25,53.92079197962363,0.08229041126230237
170256,551.7,83.95103652114821,0.15216791104068916
170350,754.45,52.803396222989576,0.0699892586957248
170351,854.07,72.37807911935055,0.08474490278238381
170352,631.73,72.97032653741988,0.1155087245143018
170353,533.23,35.939659239762996,0.06739991980901862
170354,544.9,59.41121795288718,0.10903141485205943
170355,450.14,62.19882396266178,0.13817662052397428
170356,602.94,54.41175403941225,0.09024406083426584
170357,809.94,71.45988785992878,0.08822861923096621
170450,856.13,46.12423930725239,0.05387527514192049
170451,653.92,56.64487990151702,0.08662356236468838
170452,583.85,45.80409395862983,0.07845181803310752
170453,625.63,58.436069591464005,0.09340356055730065
170454,645.86,45.8623869340177,0.07100979613850943
170550,882.02,43.90335722005932,0.04977592029665917
170551,694.62,85.75540999134564,0.12345658056397116
170552,588.54,105.47997264495822,0.1792231159223812
170750,566.1,54.76900073966747,0.09674792570158534
170751,511.72,51.456060872686585,0.10055510996772958
170850,682.68,52.238492751247115,0.07651973509000867
170950,503.07,41.62937424086513,0.08275065943281279
180150,701.09,6.851478583476227,0.009772609199212978
180151,465.2,82.58869740015788,0.17753374333653887
180152,632.19,45.73692921048925,0.0723468090455231
180153,510.1,56.71063402172211,0.11117552248916311
180154,426.23,70.3605311090916,0.16507644020620696
180155,498.21,34.67577578968673,0.06960072216472317
180156,626.7,28.31923965895532,0.045187872441288204
180157,432.42,38.720988774175204,0.08954486095503261
180158,512.47,61.54446041958468,0.12009378191813116
180159,349.07,67.68572561360146,0.1939030154799939
180160,383.65,45.1062270980654,0.1175712944039239
180161,359.12,21.14286510358191,0.058874095298457094
180162,433.79,41.04755787964534,0.09462541294092841
180163,592.25,37.80321123992226,0.06382982058239302
180164,356.97,64.38249331802967,0.18035827469543567
180165,362.09,39.41713519185492,0.10886004913655423
180166,470.68,35.74744143907179,0.07594850309992307
180167,449.43,79.56494136494692,0.177035225429871
180168,440.02,83.86513295694981,0.1905939115425431
180250,677.82,28.06991433776222,0.04141204794453132
180251,600.48,124.6820279512233,0.2076372701026234
180252,425.59,72.05738748557467,0.16931174953728864
180253,443.91,87.0185320396226,0.19602742006177512
180254,581.85,58.50199923714425,0.10054481264440018
180350,481.79,56.807302733686925,0.11790884562503771
180450,450.82,84.98431955947979,0.18851053537882034
180451,313.4,61.04718450813833,0.19478999523975218
180550,538.74,36.08409864182729,0.06697868849876988
180551,239.17,31.40081757927161,0.13129078721943224
180552,409.62,66.88591312222084,0.16328771330067096
180553,441.17,82.52632242073153,0.18706240773563826
180650,387.14,21.77597315915298,0.056248316265828845
180651,310.67,31.824961209972816,0.10243976312477167
180652,364.76,69.4943454321824,0.19052074084927734
180750,599.76,22.157643464227142,0.03694418344709074
180751,517.95,54.88853084077441,0.10597264377019867
180752,511.56,49.1283742571785,0.09603638724133728
180753,396.84,44.21017570842979,0.11140554306125841
180754,269.53,25.490935387704837,0.09457550323787645
180755,474.57,56.48776746347221,0.11902936861468742
180756,455.55,47.71374074750752,0.1047387569915652
180757,441.73,30.909751222365802,0.06997430833850045
180758,464.67,66.33334240247349,0.1427536583004573
180850,658.24,35.175239003733196,0.05343831885593886
180851,440.91,93.64530583318474,0.2123909773722182
180852,550.99,110.85938010046972,0.20120034864601846
180853,528.81,100.84037598334015,0.190693020145875
180854,505.64,88.73709538120805,0.17549461154419754
180855,602.28,54.413777683721094,0.09034631348163827
180856,496.29,91.15616064490762,0.18367519120858292
180857,531.22,88.99636524621145,0.16753203050753257
180950,414.8,63.95183408167009,0.15417510627210726
180951,533.48,47.797307633889446,0.08959531310243954
190150,1013.78,31.420656783002702,0.030993565451086728
190151,675.2,43.155510597439495,0.06391515195118408
190152,621.97,55.6030588847271,0.08939829716019598
190153,469.28,56.736698739230256,0.12090159124452408
190155,422.09,63.43040948226196,0.15027697761676884
190156,549.07,97.85218864979717,0.1782144146462148
190158,439.26,38.41235445498619,0.08744787700902926
190250,668.06,41.81171151915405,0.06258676094834903
190251,393.77,49.3661561462506,0.1253679969176184
190252,665.77,145.6356742688457,0.21874772709621296
190254,537.01,143.90132332135082,0.26796767904014973
190256,647.01,210.58226717417168,0.32546988017831513
190259,623.56,116.00289417577493,0.18603325129221718
190350,631.72,60.69457640369729,0.0960782884880917
190351,337.95,61.8590539186795,0.18304202964544905
190352,530.38,101.22863742407976,0.19086058566325986
190353,696.8,150.71994064115418,0.21630301469740842
190450,670.17,49.7073393209878,0.0741712391199066
190451,650.65,59.04979434913085,0.09075508237782348
190452,649.3,99.99317578465323,0.1540015028255864
190550,744.44,23.378384394754136,0.03140398741974388
190551,418.02,50.03177788064359,0.11968752184259986
190553,618.34,114.68624021419664,0.18547439954425823
190650,790.95,40.51613105204767,0.05122464258429441
190651,580.47,47.85478344760622,0.08244144132790018
190652,527.99,68.89609082010047,0.13048749184662678
190653,944.49,182.79653072155762,0.19353993236726447
190750,676.01,44.597852536619214,0.0659721787201657
190752,453.49,82.24047530747573,0.18135014070315936
190753,582.49,103.60480323233578,0.1778653766285014
190850,625.27,49.105590145997745,0.07853501710620651
190851,342.74,46.36222863632968,0.13526938389545917
190852,409.33,36.01721425348799,0.08799065363762244
190853,546.98,101.87656579675765,0.18625281691608037
190854,443.56,92.33816686283821,0.208175143977902
190950,746.41,60.488556641216356,0.08103931705258016
190951,510.21,92.06145458703546,0.1804383579056378
190952,451.07,43.78754010356553,0.09707482231929752
200150,1517.12,69.93886008737056,0.04609975485615545
200151,1583.66,191.14604218183243,0.12069891402310623
200152,1477.25,331.9894480712736,0.22473477615249526
200250,1351.63,107.30745276149457,0.07939114458949162
200251,1191.11,185.5424340483704,0.1557727112091834
200350,1394.64,42.30667053241154,0.03033519082516745
200351,1355.52,58.10837192406669,0.0428679561526696
200352,1465.89,170.18679941633945,0.11609793328035489
210150,717.62,15.34571754531073,0.02138418319627481
210152,508.4,66.85472782806103,0.1315002514320634
210153,401.04,32.26758520624866,0.08045976761981015
210155,450.94,28.74227784211977,0.06373858571455131
210156,658.05,32.04192332443249,0.048692232086365
210157,588.87,45.21225359676756,0.07677798766581344
210158,543.97,45.328462191867025,0.083328974377019
210160,394.75,65.5870601961533,0.1661483475520033
210250,725.7,61.464578388582474,0.08469695244396096
210251,564.52,102.63744012336313,0.1818136472106624
210252,484.61,43.13742047027219,0.08901471383230265
210254,356.29,46.626863276691424,0.13086772931233384
210350,598.48,90.58110940514871,0.15135194059141274
210351,990.96,105.83795831953476,0.10680346161251186
210352,589.17,199.6992267438941,0.3389500937656264
210353,434.49,95.80436095656498,0.22049842564055555
210354,463.92,49.7492619987609,0.10723672615701177
210355,679.93,128.92076477498236,0.18960887852423391
210450,708.67,22.59805426693096,0.031887979266698126
210451,710.37,130.95157819553205,0.18434277657492862
210452,543.25,113.17904236728764,0.2083369394703868
210453,483.38,79.67072730759931,0.16482007387065933
210454,755.25,53.257171289690234,0.07051595006910326
210455,581.91,37.0201380136643,0.06361832244447475
210550,590.4,115.94222337004841,0.19637910462406574
210551,482.67,79.93725860491067,0.16561472352727674
210552,537.75,130.1161888980684,0.2419640890712569
210553,483.59,101.17702673926898,0.20922067606705885
210554,521.71,75.03161030138756,0.14381861628373532
210650,725.45,48.400659405776366,0.06671811896860758
210651,376.54,42.21713916059855,0.11211860402772228
210652,380.14,40.54246033111515,0.10665139246360592
210653,368.35,71.72622082905733,0.1947230102594199
210750,530.78,46.19489780548548,0.08703209956193807
210751,655.56,165.21143660713324,0.25201573709062974
210752,626.09,90.6326480571651,0.14475977584239502
220150,665.32,15.54565445930181,0.023365680363286553
220151,510.74,63.37566829824872,0.1240859699617197
220152,648.44,78.01371504730076,0.12030984369764475
220153,763.41,105.53688656523653,0.13824404522502526
220154,454.17,53.86442137234976,0.11859969036340964
220155,835.73,94.51530220402677,0.1130931068694755
220156,422.77,65.82544762361715,0.15570037520074073
220157,553.61,62.92486300394047,0.1136628005345649
220158,384.77,50.78802470667662,0.1319958019249854
220159,547.21,39.35601647126565,0.07192123037090997
220160,411.82,66.75215245244812,0.16209060378915088
220161,443.84,46.24389709925512,0.10419046750913645
220250,701.27,69.28468280928482,0.09879886892250463
220251,734.78,138.27871895453325,0.18819064067412458
220252,681.88,140.12583224846037,0.20549925536525543
220253,700.21,147.96967660100145,0.2113218557304258
220255,838.53,203.2877363137411,0.24243346846712832
220350,652.68,21.951188004652895,0.03363238953951844
220351,454.08,78.79714355977117,0.1735314119973819
220352,470.29,71.72832105263204,0.15251934136943596
220353,543.21,34.59523946144053,0.06368667635249815
220354,501.3,83.21535366885664,0.16599910965261647
220355,392.39,31.568409808893247,0.08045161652665268
220356,393.0,36.61336746999815,0.09316378491093677
220357,450.07,49.47509149007699,0.10992754791493987
220358,335.66,39.23667322460197,0.11689409886373703
220450,609.03,80.66757083184844,0.13245254064963702
220451,406.28,41.35044321294728,0.10177819044242219
220452,413.11,63.65262810745898,0.15408154754776932
220453,479.73,93.19156771612386,0.19425836974157099
220454,445.25,55.877210435193554,0.12549626150520732
220455,503.26,66.95250554731733,0.13303760590413968
230150,664.93,13.110838986106623,0.019717622886779997
230151,550.01,55.99911380214454,0.10181471937263785
230152,444.97,23.631973621458968,0.053109139091307205
230153,516.62,39.35222557921105,0.07617247799003339
230154,451.56,27.887344957973752,0.061757784033071465
230155,475.84,38.07048977560952,0.08000691361720226
230156,473.94,54.87056837848276,0.11577534788893691
230157,425.09,24.65783185125434,0.058006144231231835
230250,617.98,121.9811886155297,0.19738695203004902
230251,420.93,80.80721607458065,0.19197305032803708
230252,465.41,86.91638817143209,0.18675230049081903
230253,495.59,95.62719644677095,0.19295626716998115
240150,607.38,15.256120484327035,0.025117917093626783
240151,553.79,93.8816691429906,0.1695257573141274
240152,395.0,11.795703877330938,0.029862541461597312
240153,431.32,17.688376242573217,0.04100986794624227
240154,428.9,16.914081180552294,0.03943595518897714
240155,362.85,56.87759921990021,0.15675237486537194
240156,583.8,39.90941778555416,0.06836145561074711
240250,580.79,10.952272015792357,0.01885754234024752
240350,659.22,26.385120015865564,0.04002475655451224
240351,390.2,30.070871115092608,0.07706527707609587
240352,536.34,22.527548352945626,0.04200236483004367
